연번,시도명,시군구명,법정동명,관리번호,시설물명,세부위치,위도,경도,데이터기준일자,이미지명,비고
1,경기도,성남시 분당구,구미동,성남-rtbs-001,가로등,동성교통 북쪽,37.342505,127.105724,2022.10.19,성남-rtbs-001-01.jpeg,
2,경기도,성남시 분당구,구미동,성남-rtbs-001,신호제어기,동성교통 북쪽,37.342499,127.105732,2022.10.19,성남-rtbs-001-02.jpeg,
3,경기도,성남시 분당구,구미동,성남-rtbs-001,신호등,동성교통 북쪽,37.342481,127.105788,2022.10.19,성남-rtbs-001-03.jpeg,
4,경기도,성남시 분당구,구미동,성남-rtbs-002,가로등,노블빌리지1 오피스텔 101동 맞은편,37.338276,127.112034,2022.10.19,성남-rtbs-002-01.jpeg,
5,경기도,성남시 분당구,구미동,성남-rtbs-003,가로등,한라스위트빌라 A동 맞은편,37.343371,127.109198,2022.10.19,성남-rtbs-003-01.jpeg,
6,경기도,성남시 중원구,하대원동,성남-rtbs-005,CCTV,금호자동차공업사 앞,37.428297,127.133615,2022.10.20,성남-rtbs-005-01.jpeg,
7,경기도,성남시 중원구,하대원동,성남-rtbs-005,가로등,금호자동차공업사 앞,37.428293,127.133589,2022.10.20,성남-rtbs-005-02.jpeg,
8,경기도,성남시 중원구,하대원동,성남-rtbs-005,가로수,금호자동차공업사 앞,37.428286,127.133561,2022.10.20,성남-rtbs-005-03.jpeg,
9,경기도,성남시 중원구,하대원동,성남-rtbs-005,점멸기,금호자동차공업사 앞,37.428281,127.133516,2022.10.20,성남-rtbs-005-04.jpeg,
10,경기도,성남시 중원구,금광동,성남-rtbs-006,방범카메라,신구대다문화가족지원센터 앞,37.44733,127.169607,2022.10.17,성남-rtbs-006-01.jpeg,
11,경기도,성남시 중원구,금광동,성남-rtbs-006,전봇대,신구대다문화가족지원센터 앞,37.447328,127.169596,2022.10.17,성남-rtbs-006-02.jpeg,
12,경기도,성남시 중원구,금광동,성남-rtbs-006,가로수,신구대다문화가족지원센터 앞,37.447321,127.169585,2022.10.17,성남-rtbs-006-03.jpeg,
13,경기도,성남시 중원구,금광동,성남-rtbs-006,그늘막,신구대다문화가족지원센터 앞,37.447306,127.16957,2022.10.17,성남-rtbs-006-04.jpeg,
14,경기도,성남시 분당구,구미동,성남-rtbs-007,표지판,미금로,37.341926,127.116321,2022.10.20,성남-rtbs-007-01.jpeg,
15,경기도,성남시 분당구,구미동,성남-rtbs-007,가로등,미금로,37.341975,127.116314,2022.10.20,성남-rtbs-007-02.jpeg,
16,경기도,성남시 분당구,구미동,성남-rtbs-007,신호등,하얀마을 그랜드빌 210동 맞은편,37.342011,127.116348,2022.10.20,성남-rtbs-007-03.jpeg,
17,경기도,성남시 분당구,구미동,성남-rtbs-007,그늘막,하얀마을 그랜드빌 211동 맞은편,37.342029,127.116365,2022.10.20,성남-rtbs-007-04.jpeg,
18,경기도,성남시 분당구,구미동,성남-rtbs-008,안전울타리,SK공식대리점앞,37.349853,127.108547,2022.10.17,성남-rtbs-008-01.jpeg,
19,경기도,성남시 분당구,구미동,성남-rtbs-008,CCTV,SK공식대리점앞,37.349826,127.108621,2022.10.17,성남-rtbs-008-02.jpeg,
20,경기도,성남시 분당구,구미동,성남-rtbs-008,신호등,SK공식대리점앞,37.349791,127.108637,2022.10.17,성남-rtbs-008-03.jpeg,
21,경기도,성남시 분당구,구미동,성남-rtbs-008,제어기,SK공식대리점앞,37.349819,127.108617,2022.10.17,성남-rtbs-008-04.jpeg,
22,경기도,성남시 분당구,구미동,성남-rtbs-009,신호등,우리은행 앞,37.335731,127.109192,2022.10.19,성남-rtbs-009-01.jpeg,
23,경기도,성남시 분당구,구미동,성남-rtbs-009,가로등,우리은행 앞,37.335751,127.109201,2022.10.19,성남-rtbs-009-02.jpeg,
24,경기도,성남시 분당구,구미동,성남-rtbs-010,가로등,분당2영업소 앞,37.339853,127.104834,2022.10.19,성남-rtbs-010-01.jpeg,
25,경기도,성남시 분당구,구미동,성남-rtbs-010,신호등,분당2영업소 앞,37.339853,127.104783,2022.10.19,성남-rtbs-010-02.jpeg,
26,경기도,성남시 분당구,구미동,성남-rtbs-013,신호등,무지개로,37.333977,127.117781,2022.10.20,성남-rtbs-013-01.jpeg,
27,경기도,성남시 분당구,구미동,성남-rtbs-013,가로등,무지개로,37.333955,127.117831,2022.10.20,성남-rtbs-013-02.jpeg,
28,경기도,성남시 분당구,구미동,성남-rtbs-013,신호등,미금로,37.333927,127.117859,2022.10.20,성남-rtbs-013-03.jpeg,
29,경기도,성남시 분당구,구미동,성남-rtbs-014,가로등,생활맥주 앞,37.338262,127.110502,2022.10.19,성남-rtbs-014-01.jpeg,
30,경기도,성남시 분당구,구미동,성남-rtbs-014,신호제어기,생활맥주 앞,37.338262,127.110471,2022.10.19,성남-rtbs-014-02.jpeg,
31,경기도,성남시 분당구,구미동,성남-rtbs-014,신호등,생활맥주 앞,37.338275,127.110429,2022.10.19,성남-rtbs-014-03.jpeg,
32,경기도,성남시 분당구,구미동,성남-rtbs-016,신호등,분당앤스퀘어 앞,37.339861,127.106103,2022.10.19,성남-rtbs-016-01.jpeg,
33,경기도,성남시 분당구,구미동,성남-rtbs-017,CCTV,하얀마을 사거리,37.346334,127.115886,2022.10.19,성남-rtbs-017-01.jpeg,
34,경기도,성남시 분당구,구미동,성남-rtbs-020,CCTV,불곡중학교,37.346693,127.119921,2022.10.21,성남-rtbs-020-01.jpeg,
35,경기도,성남시 분당구,구미동,성남-rtbs-020,신호등,불곡중학교,37.346677,127.119892,2022.10.21,성남-rtbs-020-02.jpeg,
36,경기도,성남시 분당구,구미동,성남-rtbs-021,신호등,우방도무스빌라 맞은편,37.344981,127.124423,2022.10.21,성남-rtbs-021-01.jpeg,
37,경기도,성남시 분당구,구미동,성남-rtbs-021,반사경,우방도무스빌라 맞은편,37.344981,127.124423,2022.10.21,성남-rtbs-021-02.jpeg,
38,경기도,성남시 분당구,구미동,성남-rtbs-023,신호제어기,우리생활나눔 앞,37.336741,127.116826,2022.10.20,성남-rtbs-023-01.jpeg,
39,경기도,성남시 분당구,구미동,성남-rtbs-024,가로수,구미초등학교 옆,37.337901,127.119139,2022.10.20,성남-rtbs-024-01.jpeg,
40,경기도,성남시 분당구,구미동,성남-rtbs-024,가로등,구미초등학교 옆,37.337938,127.119139,2022.10.20,성남-rtbs-024-02.jpeg,
41,경기도,성남시 분당구,구미동,성남-rtbs-024,신호등,구미초등학교 옆,37.338024,127.119164,2022.10.20,성남-rtbs-024-03.jpeg,
42,경기도,성남시 수정구,태평동,성남-rtbs-026,신호등,카스광장,37.442372,127.131013,2022.10.18,성남-rtbs-026-01.jpeg,
43,경기도,성남시 수정구,태평동,성남-rtbs-026,전신주,카스광장,37.442367,127.131018,2022.10.18,성남-rtbs-026-02.jpeg,
44,경기도,성남시 분당구,구미동,성남-rtbs-027,표지판,빌라드와이107동,37.342551,127.124775,2022.10.21,성남-rtbs-027-01.jpeg,
45,경기도,성남시 분당구,구미동,성남-rtbs-027,가로수,빌라드와이108동,37.342557,127.124783,2022.10.21,성남-rtbs-027-02.jpeg,
46,경기도,성남시 분당구,구미동,성남-rtbs-027,신호등,빌라드와이109동,37.342571,127.124801,2022.10.21,성남-rtbs-027-03.jpeg,
47,경기도,성남시 중원구,하대원동,성남-rtbs-028,전봇대,쌍용자동차 부품대리점 중원상사 앞,37.431092,127.151124,2022.10.27,성남-rtbs-028-01.jpeg,
48,경기도,성남시 중원구,하대원동,성남-rtbs-028,가로수,쌍용자동차 부품대리점 중원상사 앞,37.431071,127.151133,2022.10.27,성남-rtbs-028-02.jpeg,
49,경기도,성남시 중원구,하대원동,성남-rtbs-028,신호등,쌍용자동차 부품대리점 중원상사 앞,37.431065,127.151131,2022.10.27,성남-rtbs-028-03.jpeg,
50,경기도,성남시 분당구,궁내동,성남-rtbs-029,CCTV,궁내로 40번길,37.370378,127.101435,2022.10.20,성남-rtbs-029-01.jpeg,
51,경기도,성남시 분당구,궁내동,성남-rtbs-029,전신주,궁내로 41번길,37.370381,127.101451,2022.10.20,성남-rtbs-029-02.jpeg,
52,경기도,성남시 분당구,궁내동,성남-rtbs-029,전봇대,궁내로 42번길,37.370369,127.101461,2022.10.20,성남-rtbs-029-03.jpeg,
53,경기도,성남시 분당구,궁내동,성남-rtbs-029,기둥,궁내로 43번길,37.370387,127.101457,2022.10.20,성남-rtbs-029-04.jpeg,
54,경기도,성남시 분당구,궁내동,성남-rtbs-029,기둥,궁내로 44번길,37.370376,127.101481,2022.10.20,성남-rtbs-029-05.jpeg,
55,경기도,성남시 분당구,궁내동,성남-rtbs-030,가로수,세븐일레븐 앞,37.363253,127.101368,2022.10.20,성남-rtbs-030-01.jpeg,
56,경기도,성남시 분당구,궁내동,성남-rtbs-030,가로등,세븐일레븐 앞,37.363224,127.101371,2022.10.20,성남-rtbs-030-02.jpeg,
57,경기도,성남시 분당구,궁내동,성남-rtbs-030,신호등,세븐일레븐 앞,37.363204,127.101368,2022.10.20,성남-rtbs-030-03.jpeg,
58,경기도,성남시 분당구,궁내동,성남-rtbs-030,음식물쓰레기통,세븐일레븐 부근,37.363064,127.101361,2022.10.20,성남-rtbs-030-04.jpeg,
59,경기도,성남시 분당구,구미동,성남-rtbs-031,표지판,파리바게트 앞,37.349848,127.109207,2022.10.17,성남-rtbs-031-01.jpeg,
60,경기도,성남시 분당구,구미동,성남-rtbs-031,신호등,파리바게트 앞,37.349831,127.109185,2022.10.17,성남-rtbs-031-02.jpeg,
61,경기도,성남시 분당구,금곡동,성남-rtbs-032,보안등,송명환치과의원 앞,37.352538,127.105941,2022.10.18,성남-rtbs-032-01.jpeg,
62,경기도,성남시 분당구,금곡동,성남-rtbs-032,고전압기,송명환치과의원 앞,37.352538,127.105941,2022.10.18,성남-rtbs-032-02.jpeg,
63,경기도,성남시 분당구,금곡동,성남-rtbs-033,보안등,청솔마을성원상떼빌 708동 옆,37.353182,127.109156,2022.10.18,성남-rtbs-033-01.jpeg,
64,경기도,성남시 분당구,금곡동,성남-rtbs-033,이정표,청솔마을성원상떼빌 708동 옆,37.353195,127.109158,2022.10.18,성남-rtbs-033-02.jpeg,
65,경기도,성남시 분당구,금곡동,성남-rtbs-033,표지판,청솔마을성원상떼빌 708동 옆,37.353213,127.109184,2022.10.18,성남-rtbs-033-03.jpeg,
66,경기도,성남시 분당구,금곡동,성남-rtbs-036,안전울타리,KT텔레콤앞,37.350215,127.109219,2022.10.17,성남-rtbs-036-01.jpeg,
67,경기도,성남시 분당구,금곡동,성남-rtbs-038,우체통,GS25앞,37.351218,127.109158,2022.10.17,성남-rtbs-038-01.jpeg,
68,경기도,성남시 분당구,금곡동,성남-rtbs-038,가로등,GS25앞,37.351218,127.109158,2022.10.17,성남-rtbs-038-02.jpeg,
69,경기도,성남시 분당구,금곡동,성남-rtbs-038,이정표,GS25앞,37.351269,127.109171,2022.10.17,성남-rtbs-038-03.jpeg,
70,경기도,성남시 분당구,금곡동,성남-rtbs-039,신호등,분당경영고등학교,37.356462,127.108794,2022.10.18,성남-rtbs-039-01.jpeg,
71,경기도,성남시 분당구,금곡동,성남-rtbs-039,선차일,분당경영고등학교,37.356481,127.108813,2022.10.18,성남-rtbs-039-02.jpeg,
72,경기도,성남시 분당구,금곡동,성남-rtbs-039,제어기,분당경영고등학교,37.356484,127.108822,2022.10.18,성남-rtbs-039-03.jpeg,
73,경기도,성남시 분당구,금곡동,성남-rtbs-040,신호등,청솔중학교 앞,37.356499,127.110244,2022.10.18,성남-rtbs-040-01.jpeg,
74,경기도,성남시 분당구,금곡동,성남-rtbs-040,가로수,청솔중학교 앞,37.356499,127.110264,2022.10.18,성남-rtbs-040-02.jpeg,
75,경기도,성남시 분당구,금곡동,성남-rtbs-040,보안등,청솔중학교 앞,37.356499,127.110275,2022.10.18,성남-rtbs-040-03.jpeg,
76,경기도,성남시 분당구,금곡동,성남-rtbs-041,신호등,청솔초등학교 앞,37.354371,127.114702,2022.10.18,성남-rtbs-041-01.jpeg,
77,경기도,성남시 분당구,금곡동,성남-rtbs-042,CCTV,청솔아파트 앞,37.355485,127.112689,2022.10.18,성남-rtbs-042-01.jpeg,
78,경기도,성남시 분당구,금곡동,성남-rtbs-042,신호등,청솔아파트 앞,37.355485,127.112689,2022.10.18,성남-rtbs-042-02.jpeg,
79,경기도,성남시 분당구,대장동,성남-rtbs-044,신호등,대장동 317-13,37.361761,127.067637,2022.10.21,성남-rtbs-044-01.jpeg,
80,경기도,성남시 분당구,대장동,성남-rtbs-044,신호등,대장동 317-13,37.361771,127.067629,2022.10.21,성남-rtbs-044-02.jpeg,
81,경기도,성남시 중원구,중앙동,성남-rtbs-045,전신주,가로수 좌측,37.441762,127.15303,2022.10.19,성남-rtbs-045-01.jpeg,
82,경기도,성남시 중원구,중앙동,성남-rtbs-045,가로수,신호등 좌측,37.441766,127.153041,2022.10.19,성남-rtbs-045-02.jpeg,
83,경기도,성남시 중원구,중앙동,성남-rtbs-045,신호등,명성부동산 앞,37.441775,127.153058,2022.10.19,성남-rtbs-045-03.jpeg,
84,경기도,성남시 분당구,동원동,성남-rtbs-046,신호등,주차장 앞,37.344642,127.101448,2022.10.21,성남-rtbs-046-01.jpeg,
85,경기도,성남시 분당구,동원동,성남-rtbs-046,그늘막,주차장 앞,37.344624,127.101445,2022.10.21,성남-rtbs-046-02.jpeg,
86,경기도,성남시 중원구,하대원동,성남-rtbs-047,울타리,태림부동산 앞,37.428041,127.144653,2022.10.24,성남-rtbs-047-01.jpeg,
87,경기도,성남시 중원구,하대원동,성남-rtbs-047,교통신호제어기,태림부동산 앞,37.428037,127.144698,2022.10.24,성남-rtbs-047-02.jpeg,
88,경기도,성남시 중원구,하대원동,성남-rtbs-047,전봇대,태림부동산 앞,37.428031,127.144706,2022.10.24,성남-rtbs-047-03.jpeg,
89,경기도,성남시 분당구,백현동,성남-rtbs-048,가로등,판교역 사거리,37.393616,127.112692,2022.10.18,성남-rtbs-048-01.jpeg,
90,경기도,성남시 중원구,하대원동,성남-rtbs-049,전봇대,CU 성남하대원희망점 앞,37.430655,127.151519,2022.10.27,성남-rtbs-049-01.jpeg,
91,경기도,성남시 중원구,하대원동,성남-rtbs-049,도로반사경,CU 성남하대원희망점 앞,37.430666,127.151522,2022.10.27,성남-rtbs-049-02.jpeg,
92,경기도,성남시 분당구,백현동,성남-rtbs-051,가로등,판교종합동물병원 앞,37.392105,127.117156,2022.10.18,성남-rtbs-051-01.jpeg,
93,경기도,성남시 분당구,백현동,성남-rtbs-051,신호등,판교종합동물병원 앞,37.392105,127.117142,2022.10.18,성남-rtbs-051-02.jpeg,
94,경기도,성남시 분당구,백현동,성남-rtbs-051,신호등,판교종합동물병원 앞,37.392135,127.117103,2022.10.18,성남-rtbs-051-03.jpeg,
95,경기도,성남시 분당구,백현동,성남-rtbs-053,신호등,백현마을9단지 902동 앞,37.386091,127.108283,2022.10.18,성남-rtbs-053-01.jpeg,
96,경기도,성남시 분당구,백현동,성남-rtbs-054,입간판,판교어린이도서관 주차장 앞,37.386915,127.108298,2022.10.18,성남-rtbs-054-01.jpeg,
97,경기도,성남시 분당구,백현동,성남-rtbs-055,가로수,백현마을 801동 앞,37.387255,127.108568,2022.10.20,성남-rtbs-055-01.jpeg,
98,경기도,성남시 분당구,백현동,성남-rtbs-055,신호등,백현마을 801동 앞,37.387282,127.108568,2022.10.20,성남-rtbs-055-02.jpeg,
99,경기도,성남시 분당구,백현동,성남-rtbs-056,신호등,보평중학교,37.393399,127.116622,2022.10.18,성남-rtbs-056-01.jpeg,
100,경기도,성남시 분당구,백현동,성남-rtbs-056,가로등,보평중학교,37.393367,127.116619,2022.10.18,성남-rtbs-056-02.jpeg,
101,경기도,성남시 분당구,백현동,성남-rtbs-056,가로수,보평중학교,37.393354,127.116619,2022.10.18,성남-rtbs-056-03.jpeg,
102,경기도,성남시 분당구,백현동,성남-rtbs-057,신호등,백현마을 804동 앞,37.387816,127.111003,2022.10.20,성남-rtbs-057-01.jpeg,
103,경기도,성남시 분당구,백현동,성남-rtbs-059,신호등,스마트크린24 백현점,37.390671,127.116669,2022.10.18,성남-rtbs-059-01.jpeg,
104,경기도,성남시 분당구,백현동,성남-rtbs-059,신호등,스마트크린24 백현점,37.390653,127.116671,2022.10.18,성남-rtbs-059-02.jpeg,
105,경기도,성남시 분당구,백현동,성남-rtbs-061,신호등,판교역로 18 동쪽,37.383845,127.110648,2022.10.18,성남-rtbs-061-01.jpeg,
106,경기도,성남시 분당구,백현동,성남-rtbs-062,전신주,플레이타이어 분당직영점 앞,37.378217,127.101753,2022.10.20,성남-rtbs-062-01.jpeg,
107,경기도,성남시 분당구,백현동,성남-rtbs-062,전봇대,플레이타이어 분당직영점 앞,37.378214,127.101772,2022.10.20,성남-rtbs-062-02.jpeg,
108,경기도,성남시 분당구,백현동,성남-rtbs-062,가로등,플레이타이어 분당직영점 앞,37.378208,127.101792,2022.10.20,성남-rtbs-062-03.jpeg,
109,경기도,성남시 분당구,백현동,성남-rtbs-064,가로등,나이스프라자 앞,37.387998,127.115281,2022.10.20,성남-rtbs-064-01.jpeg,
110,경기도,성남시 분당구,백현동,성남-rtbs-064,신호등,나이스프라자 앞,37.387992,127.115294,2022.10.20,성남-rtbs-064-02.jpeg,
111,경기도,성남시 분당구,백현동,성남-rtbs-065,가로등,보물섬 어린이공원 앞 교통섬,37.383952,127.113624,2022.10.19,성남-rtbs-065-01.jpeg,
112,경기도,성남시 분당구,백현동,성남-rtbs-065,신호등,보물섬 어린이공원 앞 교통섬,37.383966,127.113621,2022.10.19,성남-rtbs-065-02.jpeg,
113,경기도,성남시 분당구,백현동,성남-rtbs-065,신호등,보물섬 어린이공원 앞 교통섬,37.384056,127.113581,2022.10.19,성남-rtbs-065-03.jpeg,
114,경기도,성남시 분당구,백현동,성남-rtbs-065,전봇대,보물섬 어린이공원 앞 교통섬,37.384069,127.113579,2022.10.19,성남-rtbs-065-04.jpeg,
115,경기도,성남시 분당구,수내동,성남-rtbs-067,가로등,샛별중학교 맞은편,37.369165,127.128466,2022.10.17,성남-rtbs-067-01.jpeg,
116,경기도,성남시 분당구,수내동,성남-rtbs-067,신호등,샛별중학교 맞은편,37.369106,127.128495,2022.10.17,성남-rtbs-067-02.jpeg,
117,경기도,성남시 분당구,서현동,성남-rtbs-068,가로등,효자촌삼환아파트 503동 앞,37.373548,127.132751,2022.10.18,성남-rtbs-068-01.jpeg,
118,경기도,성남시 분당구,서현동,성남-rtbs-068,신호등,효자촌삼환아파트 503동 앞,37.373575,127.132722,2022.10.18,성남-rtbs-068-02.jpeg,
119,경기도,성남시 분당구,분당동,성남-rtbs-069,신호등,샛별마을라이프아파트 103동 앞,37.375101,127.130323,2022.10.18,성남-rtbs-069-01.jpeg,
120,경기도,성남시 분당구,분당동,성남-rtbs-069,CCTV,샛별마을라이프아파트 103동 앞,37.375112,127.130365,2022.10.18,성남-rtbs-069-02.jpeg,
121,경기도,성남시 분당구,분당동,성남-rtbs-070,수목,장안중학교 동북쪽 맞은편,37.370871,127.147405,2022.10.18,성남-rtbs-070-01.jpeg,
122,경기도,성남시 수정구,태평동,성남-rtbs-071,전봇대,영보당 앞,37.442952,127.135893,2022.10.24,성남-rtbs-071-01.jpeg,
123,경기도,성남시 분당구,분당동,성남-rtbs-073,신호등,이마트24 분당광명점 앞,37.366331,127.141876,2022.10.18,성남-rtbs-073-01.jpeg,
124,경기도,성남시 분당구,분당동,성남-rtbs-073,가로수,이마트24 분당광명점 앞,37.366313,127.141907,2022.10.18,성남-rtbs-073-02.jpeg,
125,경기도,성남시 분당구,분당동,성남-rtbs-074,가로수,라이프아파트 상가동 앞,37.374376,127.131213,2022.10.18,성남-rtbs-074-01.jpeg,
126,경기도,성남시 분당구,삼평동,성남-rtbs-075,신호등,안랩 건물 앞,37.399964,127.110037,2022.10.18,성남-rtbs-075-01.jpeg,
127,경기도,성남시 분당구,삼평동,성남-rtbs-075,제어기,안랩 건물 앞,37.399962,127.109994,2022.10.18,성남-rtbs-075-02.jpeg,
128,경기도,성남시 분당구,삼평동,성남-rtbs-075,그늘막,안랩 건물 앞,37.399994,127.109938,2022.10.18,성남-rtbs-075-03.jpeg,
129,경기도,성남시 분당구,삼평동,성남-rtbs-076,신호등,쉐보레 건물 앞,37.399758,127.116544,2022.10.18,성남-rtbs-076-01.jpeg,
130,경기도,성남시 분당구,삼평동,성남-rtbs-076,신호등,쉐보레 건물 앞,37.399733,127.116587,2022.10.18,성남-rtbs-076-02.jpeg,
131,경기도,성남시 중원구,하대원동,성남-rtbs-077,가로등,성남동물병원 앞,37.428509,127.144843,2022.10.24,성남-rtbs-077-01.jpeg,
132,경기도,성남시 중원구,하대원동,성남-rtbs-077,가로수,성남동물병원 앞,37.428505,127.144829,2022.10.24,성남-rtbs-077-02.jpeg,
133,경기도,성남시 중원구,하대원동,성남-rtbs-077,신호등,성남동물병원 앞,37.428498,127.144806,2022.10.24,성남-rtbs-077-03.jpeg,
134,경기도,성남시 분당구,삼평동,성남-rtbs-078,신호등,DTC타워 앞,37.400061,127.112679,2022.10.18,성남-rtbs-078-01.jpeg,
135,경기도,성남시 분당구,삼평동,성남-rtbs-078,신호등,DTC타워 앞,37.399987,127.112671,2022.10.18,성남-rtbs-078-02.jpeg,
136,경기도,성남시 분당구,삼평동,성남-rtbs-078,신호등,DTC타워 앞,37.399989,127.112662,2022.10.18,성남-rtbs-078-03.jpeg,
137,경기도,성남시 분당구,삼평동,성남-rtbs-079,가로등,봇들마을2단지 상가 앞,37.405538,127.118651,2022.10.18,성남-rtbs-079-01.jpeg,
138,경기도,성남시 분당구,이매동,성남-rtbs-080,가로등,이매고등학교 남서쪽,37.391467,127.120583,2022.10.18,성남-rtbs-080-01.jpeg,
139,경기도,성남시 분당구,이매동,성남-rtbs-080,신호등,이매고등학교 남서쪽,37.391481,127.120549,2022.10.18,성남-rtbs-080-02.jpeg,
140,경기도,성남시 중원구,하대원동,성남-rtbs-081,가로수,주원아파트 건너편,37.432273,127.150895,2022.10.27,성남-rtbs-081-01.jpeg,
141,경기도,성남시 분당구,삼평동,성남-rtbs-082,신호등,봇들마을707동 앞,37.396363,127.116596,2022.10.18,성남-rtbs-082-01.jpeg,
142,경기도,성남시 분당구,삼평동,성남-rtbs-082,신호등,봇들마을707동 앞,37.396351,127.116576,2022.10.18,성남-rtbs-082-02.jpeg,
143,경기도,성남시 분당구,삼평동,성남-rtbs-083,신호등,더세이브마트 앞,37.401469,127.117021,2022.10.20,성남-rtbs-083-01.jpeg,
144,경기도,성남시 분당구,삼평동,성남-rtbs-084,가로수,판교고등학교 진입방면,37.405421,127.115342,2022.10.18,성남-rtbs-084-01.jpeg,
145,경기도,성남시 분당구,삼평동,성남-rtbs-084,속도제한표지판,판교고등학교 진입방면,37.405404,127.115345,2022.10.18,성남-rtbs-084-02.jpeg,
146,경기도,성남시 분당구,삼평동,성남-rtbs-084,가로등,판교고등학교 진입방면,37.405386,127.115347,2022.10.18,성남-rtbs-084-03.jpeg,
147,경기도,성남시 분당구,삼평동,성남-rtbs-084,신호등,판교고등학교 진입방면,37.405368,127.115351,2022.10.18,성남-rtbs-084-04.jpeg,
148,경기도,성남시 분당구,삼평동,성남-rtbs-084,신호등,판교고등학교 진입방면,37.405253,127.115371,2022.10.18,성남-rtbs-084-05.jpeg,
149,경기도,성남시 중원구,중앙동,성남-rtbs-085,신호등,신흥역 하늘채 랜더스원 1단지 앞,37.438327,127.145521,2022.10.25,성남-rtbs-085-01.jpeg,
150,경기도,성남시 중원구,중앙동,성남-rtbs-085,바닥형 보행신호등 보조장치,신흥역 하늘채 랜더스원 1단지 앞,37.438395,127.14555,2022.10.25,성남-rtbs-085-02.jpeg,
151,경기도,성남시 중원구,중앙동,성남-rtbs-085,가로등,신흥역 하늘채 랜더스원 1단지 앞,37.438413,127.145509,2022.10.25,성남-rtbs-085-03.jpeg,
